glycan,Species,Genus,Family,Order,Class,Phylum,Kingdom,Domain,ref
Qui4NAlaBut(b1-6)Glc(a1-3)L-QuiNAc(a1-3)GlcNAc6Ac(a1-3)Qui4NAlaBut,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
Qui4NAlaBut(b1-6)GlcNAc(a1-3)L-QuiNAc(a1-3)GlcNAc6Ac(a1-3)Qui4NAlaBut,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
Qui4NBut(a1-4)GalNAc(b1-4)Rha(a1-3)GlcNAc6Ac(b1-2)Qui4NBut,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
Qui4NBut(b1-2)[Gal(a1-3)]Man(a1-4)Rha(a1-3)GlcNAc(a1-3)Qui4NBut,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
Qui4NButAla(b1-6)GlcNAc(a1-3)L-QuiNAc(a1-3)GlcNAc6Ac(a1-3)Qui4NButAla,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/30583222/
Qui4NFo(b1-4)GalNAcA6N(a1-4)GalNAcA6N(a1-3)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/27274048/
Qui4NGlyAc(b1-4)GalNAcA3Ac(a1-4)GalNAcA(a1-3)GlcNAc(a1-3)Qui4NGlyAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/23053636/
Qui4NGlyAc(b1-4)GalNAcA3Ac6N(a1-4)GalNAcA(a1-3)GlcNAc(a1-3)Qui4NGlyAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
QuiN(b1-6)GlcN(a1-3)L-QuiN(a1-3)GlcN(a1-3)QuiN,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
QuiNAc(a1-3)Rha(a1-4)Gal(b1-3)GalNAc(a1-4)QuiNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
QuiNAc(a1-3)Rha(a1-4)GalOAc(b1-3)GalNAc(a1-4)QuiNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
QuiNAc(a1-3)Rha4Ac(a1-4)Gal2Ac3Ac(b1-3)GalNAc(a1-4)QuiNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
QuiNAc(b1-2)D-Rha(a1-3)Man(a1-4)Gal(b1-3)GlcNAc(a1-3)QuiNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
QuiNAc(b1-2)[D-Rha(a1-3)]Man(a1-4)Gal(b1-3)GlcNAc(a1-3)QuiNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
QuiNAc(b1-2)[Rha(a1-3)]Man(a1-4)Gal(b1-3)GlcNAc(a1-3)QuiNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
QuiNAc(b1-3)D-Fuc(a1-3)Gal(b1-3)[Glc(a1-4)]GalNAc(a1-4)QuiNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
QuiNAc(b1-3)Fuc(a1-4)Gal(b1-3)GalNAc(a1-4)QuiNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
QuiNAc(b1-3)FucOAc(a1-4)Gal(b1-3)GalNAc(a1-4)QuiNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
QuiNAc(b1-3)FucOAc(a1-4)Gal(b1-3)GalNAc(a1-4)QuiNAc(b1-3)FucOAc(a1-4)Gal(b1-3)GalNAc(a1-7)LDManHep,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
QuiNAc(b1-3)Rha(a1-3)[Gal(a1-6)]Gal(b1-3)D-FucNAc(a1-2)QuiNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
QuiNAc(b1-3)Ribf(b1-4)Gal(b1-3)GalNAc(a1-2)QuiNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
QuiNAc(b1-3)Ribf(b1-4)Gal(b1-3)GalNAc(a1-4)QuiNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
QuiNAc(b1-4)GalA6N(a1-4)GalNAc(a1-4)GalA(b1-3)GlcNAc(a1-2)QuiNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
QuiNAc(b1-4)[Rha(a1-3)]Man(a1-4)Gal(b1-3)GlcNAc(a1-3)QuiNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
QuiNAc(b1-6)GlcNAc(a1-4)GalNAc(a1-4)GalA(a1-3)GlcNAc(b1-2)QuiNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
QuiNAc4NAc(b1-7)LDManHep(a1-6)Glc(a1-2)Glc(a1-3)Glc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/29668902/
QuiNButAla(b1-6)Glc(a1-3)L-QuiNAc(a1-3)GlcNAc(a1-3)QuiNButAla,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
QuiNFo(b1-4)GalNAcAN(a1-4)GalNAcAN(a1-3)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-2)Gal(a1-3)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-2)Gal(a1-3)GlcNAc(b1-3)[ManNAc(b1-2)]Rha(a1-2)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-2)Glc(a1-3)GlcNAc(a1-3)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-2)Glc(a1-3)GlcNAc(a1-3)Rha(a1-3)Rha(a1-2)Glc(a1-3)GlcNAc(a1-3)Rha(a1-3)Rha(a1-2)Glc(a1-3)GlcNAc(a1-3)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/27301288/
Rha(a1-2)Rha(a1-2)Gal(a1-3)GlcNAc(b1-2)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-2)Rha(a1-2)Rha(a1-2)Glc(a1-3)GlcNAc(a1-2)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-2)Rha(a1-2)Rha(a1-2)Glc(a1-3)GlcNAc6Ac(a1-2)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
Rha(a1-2)Rha(a1-2)Rha(a1-4)[Glc(a1-3)]GalA(a1-3)GlcNAc(a1-3)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
Rha(a1-2)Rha(a1-3)Rha(b1-4)GlcNAc(b1-3)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
Rha(a1-2)Rha(a1-3)Rha2Ac(a1-3)[Glc(a1-6)]GlcNAc(b1-2)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
Rha(a1-2)Rha(a1-3)[Glc(a1-2)]Rha(a1-3)GlcNAc(b1-2)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/24736048/
Rha(a1-2)Rha(a1-3)[Glc(a1-2)]Rha(a1-3)GlcNAc6Ac(b1-2)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
Rha(a1-2)Rha(a1-4)GalA(b1-3)GalNAc(b1-2)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
Rha(a1-2)Rha(a1-5)Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-2)Rha(a1-5)Kdo(b2-3)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/23746650/
Rha(a1-2)Rha(a1-5)KdoOAc(b2-3)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-2)[Gal(a1-3)]Rha(a1-4)Gal(b1-2)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
Rha(a1-2)[Glc(a1-2)]Rha(a1-3)Rha(a1-3)GlcNAc(b1-2)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-3)FucNAc(a1-3)FucNAc(a1-3)GlcNAc(b1-2)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
Rha(a1-3)FucNAc(a1-3)GlcNAc(b1-3)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/30445812/
Rha(a1-3)Gal(a1-3)GlcNAc(b1-3)[ManNAc(b1-2)]Rha(a1-2)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-3)Gal(b1-3)[RhaOPyr(a1-4)]GlcA(b1-3)Rha(a1-3)Rha(a1-3)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-3)Glc(a1-3)GlcNAc(a1-3)Rha(a1-3)Rha(a1-2)Glc(a1-3)GlcNAc(a1-3)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/27301288/
Rha(a1-3)GlcNAc(a1-3)[Man(b1-4)]Gal,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-3)GlcNAc(b1-3)GlcNAcOLacGro,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-3)GlcNAc(b1-3)[Man(b1-4)]Gal,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-3)GlcNAc(b1-4)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/26330553/
Rha(a1-3)QuiNAc(b1-3)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-3)Rha(a1-2)Gal(a1-3)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-3)Rha(a1-2)Gal(a1-3)GlcNAc(a1-3)GlcNAc(b1-6)Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-3)Rha(a1-2)Gal(a1-3)GlcNAc(a1-3)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
Rha(a1-3)Rha(a1-2)Glc(a1-3)GlcNAc(a1-3)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
Rha(a1-3)Rha(a1-2)Glc(a1-3)GlcNAc(a1-6)Gal(b1-4)[Gal(a1-2)Gal(a1-2)]Glc(a1-3)Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHep(a1-5)Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-3)Rha(a1-3)Rha(a1-2)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-3)Rha(a1-3)[Glc(a1-2)]Rha(a1-3)GlcNAcOAc(b1-2)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-3)Rha(a1-4)GalNAcA(a1-3)GlcNAc(b1-2)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
Rha(a1-3)Rha(b1-4)GlcNAc(b1-3)[ManNAc(b1-2)]Rha(a1-3)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-3)[Glc(a1-6)]GlcNAc(b1-4)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/26330553/
Rha(a1-3)[Glc(b1-6)]Glc(a1-3)Rha2Ac(a1-3)GlcNAc(b1-7)LDManHep(a1-6)Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc(a1-3)[LDManHep(a1-7)]LDManHep4PPEtN(a1-3)LDManHep4PPEtN(a1-5)Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/24789798/
Rha(a1-3)[GlcA(b1-2)]Rha(a1-2)Rha(a1-3)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-4)FucNAc(a1-3)GlcNAc(b1-3)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
Rha(a1-4)GalA(a1-2)[Glc(b1-3)]Rha(a1-3)Rha(a1-2)Rha(a1-3)GlcNAc(a1-3)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
Rha(a1-4)GlcA(a1-2)Rha(a1-2)Rha(a1-2)Gal,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubs.acs.org/doi/10.1021/acs.joc.7b00561
Rha(a1-4)[GlcNAc(b1-3)]Gal(a1-6)Glc(a1-3)GlcNAc(a1-2)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-6)GalNAc(a1-4)[GlcNAc(b1-3)]GalNAc(a1-3)GalNAc(a1-2)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
Rha(a1-6)Glc(a1-3)FucNAc(a1-3)GlcNAc(b1-2)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
Rha(a1-6)Glc(a1-4)[Glc(b1-3)]Gal(a1-3)GlcNAc(a1-3)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-6)Glc(a1-4)[Glc(b1-3)]Gal(a1-3)[Glc(a1-4)]GlcNAc(a1-3)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-6)Glc(a1-4)[Glc(b1-3)]Gal(a1-3)[Glc(a1-6)]GlcNAc(a1-2)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
Rha(a1-6)Glc(a1-4)[GlcNAc(a1-3)]Gal(a1-3)[Glc(a1-6)]GlcNAc(a1-2)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(a1-6)Glc(a1-4)[GlcNAc(b1-3)]Gal(a1-3)GlcNAc(a1-2)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
Rha(a1-6)Glc(a1-4)[GlcNAc(b1-3)]Gal(a1-3)[Glc(a1-6)]GlcNAc(a1-2)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
Rha(b1-4)GlcNAc(a1-2)ManOPyr(b1-3)ManNAc(a1-3)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rha(b1-4)GlcNAc(b1-4)GalA,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/23193180/
Rha3Ac(a1-2)Rha(a1-4)GalA(b1-3)GalNAc(b1-2)Rha3Ac,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
Rha3Ac4Ac(a1-2)Rha(a1-3)[Glc(a1-4)]Rha(a1-3)GlcNAc(b1-2)Rha3Ac4Ac,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/27301288/
Rha3Ac4Ac(a1-2)[Glc(a1-3)]Rha(a1-3)Rha(a1-3)GlcNAc(b1-2)Rha3Ac4Ac,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
Rha3PGro(a1-3)Rha(a1-3)Gal(a1-3)GlcNAc(b1-2)Rha3PGro,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
Rha3PGro(a1-3)Rha(a1-3)Gal(a1-3)GlcNAc(b1-3)Rha3PGro,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/27058293/
RhaNAc(a1-3)Fuc(a1-4)Glc(b1-3)GalNAc(a1-2)RhaNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/30583222/
RhaNAc3NAc(b1-3)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/27710814/
RhaNAc3NAc(b1-3)[GlcNAc(b1-4)]GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/27710814/
RhaNAc3NAc(b1-3)[GlcNAc(b1-4)]GlcNAc(b1-3)Thre-onic,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/27710814/
RhaOAc(a1-3)QuiNAc(b1-3)RhaOAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
RhaOAc(a1-3)QuiNMal(b1-3)RhaOAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
RhaOAc(a1-3)[GlcA(b1-2)]Rha(a1-2)Rha(a1-3)RhaOAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
RhaOLac(a1-3)[GlcNAc(b1-4)]Man(a1-3)Ery-ol,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Rib5P-ol(5-6)Gal(a1-3)FucNAm(a1-3)GlcNAc(b1-3)Rib5P-ol,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
Rib5P-ol(5-6)Gal(a1-3)FucNAm(a1-3)[Glc(b1-4)]GlcNAc(b1-2)Rib5P-ol,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/23848592/
Rib5P-ol(5-6)Gal(a1-3)FucNAm(a1-3)[GlcNAc(b1-4)]GlcNAc(b1-2)Rib5P-ol,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
RibOP-ol(5-6)Gal(a1-3)FucNAc(a1-3)GlcNAc(b1-3)RibOP-ol,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Ribf(b1-2)Rib-ol(3-5)Ribf,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Ribf(b1-2)RibOP-ol(2-5)Ribf,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Ribf(b1-2)RibOP-ol(3-5)Ribf,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Ribf(b1-2)Ribf(b1-6)Kdof(b2-3)Ribf,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Ribf(b1-2)Ribf(b1-7)Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Ribf(b1-2)Ribf(b1-7)Kdo(a2-2)Ribf,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Ribf(b1-2)Ribf(b1-7)KdoOMe,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
